external_course_key,course_id,course_name
2163-08983,2016-SPRI-PULLM-E_M-566-8983-LEC,2016-SPRI-PULLM-E_M-566-8983-LEC
2163-09520,2016-SPRI-VANCO-CS-541-9520-LEC,2016-SPRI-VANCO-CS-541-9520-LEC
2163-08986,2016-SPRI-ONLIN-E_M-566-8986-LEC,2016-SPRI-ONLIN-E_M-566-8986-LEC
2163-09982,2016-SPRI-TRICI-MSE-600-9982-IND,2016-SPRI-TRICI-MSE-600-9982-IND
2163-05301,2016-SPRI-PULLM-MSE-600-5301-IND,2016-SPRI-PULLM-MSE-600-5301-IND
2163-02681,2016-SPRI-PULLM-VET_MED-621-2681-LAB,2016-SPRI-PULLM-VET_MED-621-2681-LAB
2163-10397,2016-SPRI-PULLM-ED_ABRD-986-10397-LEC,2016-SPRI-PULLM-ED_ABRD-986-10397-LEC
2163-10398,2016-SPRI-PULLM-ED_ABRD-986-10398-LEC,2016-SPRI-PULLM-ED_ABRD-986-10398-LEC
2163-06414,2016-SPRI-PULLM-ECONS-491-6414-LEC,2016-SPRI-PULLM-ECONS-491-6414-LEC
2163-02017,2016-SPRI-PULLM-CHE-498-2017-LEC,2016-SPRI-PULLM-CHE-498-2017-LEC
2163-10403,2016-SPRI-PULLM-ED_ABRD-942-10403-LEC,2016-SPRI-PULLM-ED_ABRD-942-10403-LEC
2163-10402,2016-SPRI-PULLM-ED_ABRD-942-10402-LEC,2016-SPRI-PULLM-ED_ABRD-942-10402-LEC
2163-03800,2016-SPRI-PULLM-MBIOS-465-3800-LEC,2016-SPRI-PULLM-MBIOS-465-3800-LEC
2163-10391,2016-SPRI-PULLM-ED_ABRD-917-10391-LEC,2016-SPRI-PULLM-ED_ABRD-917-10391-LEC
2163-10392,2016-SPRI-PULLM-ED_ABRD-917-10392-LEC,2016-SPRI-PULLM-ED_ABRD-917-10392-LEC
2163-10394,2016-SPRI-PULLM-ED_ABRD-918-10394-LEC,2016-SPRI-PULLM-ED_ABRD-918-10394-LEC
2163-10393,2016-SPRI-PULLM-ED_ABRD-918-10393-LEC,2016-SPRI-PULLM-ED_ABRD-918-10393-LEC
2163-07015,2016-SPRI-VANCO-CS-224-7015-LEC,2016-SPRI-VANCO-CS-224-7015-LEC
2163-07018,2016-SPRI-VANCO-CS-251-7018-LAB,2016-SPRI-VANCO-CS-251-7018-LAB
2163-07017,2016-SPRI-VANCO-CS-251-7017-LAB,2016-SPRI-VANCO-CS-251-7017-LAB
2163-07016,2016-SPRI-VANCO-CS-251-7016-LEC,2016-SPRI-VANCO-CS-251-7016-LEC
2163-01317,2016-SPRI-TRICI-CPT_S-451-1317-LEC,2016-SPRI-TRICI-CPT_S-451-1317-LEC
2163-03975,2016-SPRI-PULLM-CPT_S-451-3975-LEC,2016-SPRI-PULLM-CPT_S-451-3975-LEC
2163-10385,2016-SPRI-PULLM-ED_ABRD-903-10385-LEC,2016-SPRI-PULLM-ED_ABRD-903-10385-LEC
2163-10386,2016-SPRI-PULLM-ED_ABRD-903-10386-LEC,2016-SPRI-PULLM-ED_ABRD-903-10386-LEC
2163-10187,2016-SPRI-VANCO-CS-595-10187-LAB,2016-SPRI-VANCO-CS-595-10187-LAB
2163-02627,2016-SPRI-PULLM-VET_MED-570-2627-LEC,2016-SPRI-PULLM-VET_MED-570-2627-LEC
2163-10396,2016-SPRI-PULLM-ED_ABRD-982-10396-LEC,2016-SPRI-PULLM-ED_ABRD-982-10396-LEC
2163-10395,2016-SPRI-PULLM-ED_ABRD-982-10395-LEC,2016-SPRI-PULLM-ED_ABRD-982-10395-LEC
2163-07072,2016-SPRI-VANCO-ECE-260-7072-LAB,2016-SPRI-VANCO-ECE-260-7072-LAB
2163-07071,2016-SPRI-VANCO-ECE-260-7071-LEC,2016-SPRI-VANCO-ECE-260-7071-LEC
2163-10388,2016-SPRI-PULLM-ED_ABRD-915-10388-LEC,2016-SPRI-PULLM-ED_ABRD-915-10388-LEC
2163-10387,2016-SPRI-PULLM-ED_ABRD-915-10387-LEC,2016-SPRI-PULLM-ED_ABRD-915-10387-LEC
2163-07048,2016-SPRI-VANCO-CS-460-7048-LEC,2016-SPRI-VANCO-CS-460-7048-LEC
2163-10412,2016-SPRI-PULLM-ED_ABRD-920-10412-LEC,2016-SPRI-PULLM-ED_ABRD-920-10412-LEC
2163-10413,2016-SPRI-PULLM-ED_ABRD-920-10413-LEC,2016-SPRI-PULLM-ED_ABRD-920-10413-LEC
2163-10379,2016-SPRI-PULLM-ED_ABRD-900-10379-LEC,2016-SPRI-PULLM-ED_ABRD-900-10379-LEC
2163-10380,2016-SPRI-PULLM-ED_ABRD-900-10380-LEC,2016-SPRI-PULLM-ED_ABRD-900-10380-LEC
2163-10382,2016-SPRI-PULLM-ED_ABRD-901-10382-LEC,2016-SPRI-PULLM-ED_ABRD-901-10382-LEC
2163-10381,2016-SPRI-PULLM-ED_ABRD-901-10381-LEC,2016-SPRI-PULLM-ED_ABRD-901-10381-LEC
2163-10384,2016-SPRI-PULLM-ED_ABRD-902-10384-LEC,2016-SPRI-PULLM-ED_ABRD-902-10384-LEC
2163-10383,2016-SPRI-PULLM-ED_ABRD-902-10383-LEC,2016-SPRI-PULLM-ED_ABRD-902-10383-LEC
2163-10390,2016-SPRI-PULLM-ED_ABRD-916-10390-LEC,2016-SPRI-PULLM-ED_ABRD-916-10390-LEC
2163-10389,2016-SPRI-PULLM-ED_ABRD-916-10389-LEC,2016-SPRI-PULLM-ED_ABRD-916-10389-LEC
2163-10407,2016-SPRI-PULLM-ED_ABRD-905-10407-LEC,2016-SPRI-PULLM-ED_ABRD-905-10407-LEC
2163-10406,2016-SPRI-PULLM-ED_ABRD-905-10406-LEC,2016-SPRI-PULLM-ED_ABRD-905-10406-LEC
2163-10409,2016-SPRI-PULLM-ED_ABRD-906-10409-LEC,2016-SPRI-PULLM-ED_ABRD-906-10409-LEC
2163-10408,2016-SPRI-PULLM-ED_ABRD-906-10408-LEC,2016-SPRI-PULLM-ED_ABRD-906-10408-LEC
2163-07045,2016-SPRI-VANCO-CS-440-7045-LEC,2016-SPRI-VANCO-CS-440-7045-LEC
2163-10405,2016-SPRI-PULLM-ED_ABRD-904-10405-LEC,2016-SPRI-PULLM-ED_ABRD-904-10405-LEC
2163-10404,2016-SPRI-PULLM-ED_ABRD-904-10404-LEC,2016-SPRI-PULLM-ED_ABRD-904-10404-LEC
2163-01697,2016-SPRI-PULLM-VET_MICR-592-1697-LEC,2016-SPRI-PULLM-VET_MICR-592-1697-LEC
2163-07044,2016-SPRI-VANCO-CS-527-7044-LEC,2016-SPRI-VANCO-CS-527-7044-LEC
2163-07043,2016-SPRI-VANCO-CS-427-7043-LEC,2016-SPRI-VANCO-CS-427-7043-LEC
2163-03436,2016-SPRI-PULLM-PE_ACTIV-122-3436-LAB,2016-SPRI-PULLM-PE_ACTIV-122-3436-LAB
2163-08156,2016-SPRI-SPOKA-NURS-580-8156-LAB,2016-SPRI-SPOKA-NURS-580-8156-LAB
2163-05977,2016-SPRI-PULLM-ARCH-531-5977-LEC,2016-SPRI-PULLM-ARCH-531-5977-LEC
2163-04516,2016-SPRI-PULLM-ARCH-531-4516-LEC,2016-SPRI-PULLM-ARCH-531-4516-LEC
2163-01695,2016-SPRI-PULLM-VET_MICR-572-1695-LEC,2016-SPRI-PULLM-VET_MICR-572-1695-LEC
2163-02677,2016-SPRI-PULLM-VET_MED-615-2677-CLN,2016-SPRI-PULLM-VET_MED-615-2677-CLN
2163-02676,2016-SPRI-PULLM-VET_MED-615-2676-CLN,2016-SPRI-PULLM-VET_MED-615-2676-CLN
2163-02675,2016-SPRI-PULLM-VET_MED-615-2675-CLN,2016-SPRI-PULLM-VET_MED-615-2675-CLN
2163-02674,2016-SPRI-PULLM-VET_MED-615-2674-CLN,2016-SPRI-PULLM-VET_MED-615-2674-CLN
2163-10400,2016-SPRI-PULLM-ED_ABRD-938-10400-LEC,2016-SPRI-PULLM-ED_ABRD-938-10400-LEC
2163-10401,2016-SPRI-PULLM-ED_ABRD-938-10401-LEC,2016-SPRI-PULLM-ED_ABRD-938-10401-LEC
2163-07049,2016-SPRI-VANCO-CS-580-7049-LEC,2016-SPRI-VANCO-CS-580-7049-LEC
2163-08809,2016-SPRI-PULLM-AMDT-596-8809-LEC,2016-SPRI-PULLM-AMDT-596-8809-LEC
2163-08808,2016-SPRI-PULLM-AMDT-596-8808-LEC,2016-SPRI-PULLM-AMDT-596-8808-LEC
2163-04185,2016-SPRI-PULLM-AMDT-596-4185-LEC,2016-SPRI-PULLM-AMDT-596-4185-LEC
2163-10411,2016-SPRI-PULLM-ED_ABRD-919-10411-LEC,2016-SPRI-PULLM-ED_ABRD-919-10411-LEC
2163-10410,2016-SPRI-PULLM-ED_ABRD-919-10410-LEC,2016-SPRI-PULLM-ED_ABRD-919-10410-LEC
2163-08590,2016-SPRI-PULLM-ECONS-198-8590-LEC,2016-SPRI-PULLM-ECONS-198-8590-LEC
2163-01740,2016-SPRI-PULLM-ECONS-198-1740-LEC,2016-SPRI-PULLM-ECONS-198-1740-LEC
2163-07024,2016-SPRI-VANCO-CS-402-7024-LEC,2016-SPRI-VANCO-CS-402-7024-LEC
2163-01696,2016-SPRI-PULLM-VET_MICR-591-1696-LEC,2016-SPRI-PULLM-VET_MICR-591-1696-LEC
2163-05851,2016-SPRI-PULLM-NSE-300-5851-LEC,2016-SPRI-PULLM-NSE-300-5851-LEC
2163-02730,2016-SPRI-PULLM-I_BUS-415-2730-LEC,2016-SPRI-PULLM-I_BUS-415-2730-LEC
2163-01344,2016-SPRI-TRICI-CE-435-1344-LEC,2016-SPRI-TRICI-CE-435-1344-LEC
2163-06306,2016-SPRI-PULLM-CE-435-6306-LEC,2016-SPRI-PULLM-CE-435-6306-LEC
2163-03555,2016-SPRI-PULLM-CE-435-3555-LEC,2016-SPRI-PULLM-CE-435-3555-LEC
2163-04625,2016-SPRI-PULLM-VET_CLIN-576-4625-LEC,2016-SPRI-PULLM-VET_CLIN-576-4625-LEC
2163-01263,2016-SPRI-TRICI-TCH_LRN-402-1263-LAB,2016-SPRI-TRICI-TCH_LRN-402-1263-LAB
2163-02850,2016-SPRI-PULLM-TCH_LRN-402-2850-LAB,2016-SPRI-PULLM-TCH_LRN-402-2850-LAB
2163-07019,2016-SPRI-VANCO-CS-261-7019-LEC,2016-SPRI-VANCO-CS-261-7019-LEC
2163-08009,2016-SPRI-SPOKA-H_D-205-8009-LAB,2016-SPRI-SPOKA-H_D-205-8009-LAB
2163-08008,2016-SPRI-SPOKA-H_D-205-8008-LEC,2016-SPRI-SPOKA-H_D-205-8008-LEC
2163-06468,2016-SPRI-VANCO-H_D-205-6468-LAB,2016-SPRI-VANCO-H_D-205-6468-LAB
2163-06467,2016-SPRI-VANCO-H_D-205-6467-LEC,2016-SPRI-VANCO-H_D-205-6467-LEC
2163-10186,2016-SPRI-PULLM-H_D-205-10186-LAB,2016-SPRI-PULLM-H_D-205-10186-LAB
2163-10175,2016-SPRI-PULLM-H_D-205-10175-LEC,2016-SPRI-PULLM-H_D-205-10175-LEC
2163-03846,2016-SPRI-PULLM-H_D-205-3846-LAB,2016-SPRI-PULLM-H_D-205-3846-LAB
2163-03845,2016-SPRI-PULLM-H_D-205-3845-LAB,2016-SPRI-PULLM-H_D-205-3845-LAB
2163-03844,2016-SPRI-PULLM-H_D-205-3844-LAB,2016-SPRI-PULLM-H_D-205-3844-LAB
2163-03843,2016-SPRI-PULLM-H_D-205-3843-LAB,2016-SPRI-PULLM-H_D-205-3843-LAB
2163-03842,2016-SPRI-PULLM-H_D-205-3842-LEC,2016-SPRI-PULLM-H_D-205-3842-LEC
2163-03841,2016-SPRI-PULLM-H_D-205-3841-LEC,2016-SPRI-PULLM-H_D-205-3841-LEC
2163-03840,2016-SPRI-PULLM-H_D-205-3840-LEC,2016-SPRI-PULLM-H_D-205-3840-LEC
2163-03839,2016-SPRI-PULLM-H_D-205-3839-LEC,2016-SPRI-PULLM-H_D-205-3839-LEC
2163-07415,2016-SPRI-ONLIN-H_D-205-7415-LAB,2016-SPRI-ONLIN-H_D-205-7415-LAB
2163-07414,2016-SPRI-ONLIN-H_D-205-7414-LAB,2016-SPRI-ONLIN-H_D-205-7414-LAB
2163-07413,2016-SPRI-ONLIN-H_D-205-7413-LEC,2016-SPRI-ONLIN-H_D-205-7413-LEC
2163-07412,2016-SPRI-ONLIN-H_D-205-7412-LEC,2016-SPRI-ONLIN-H_D-205-7412-LEC
2163-01217,2016-SPRI-TRICI-BIOLOGY-569-1217-LEC,2016-SPRI-TRICI-BIOLOGY-569-1217-LEC
2163-01216,2016-SPRI-TRICI-ENVR_SCI-569-1216-LEC,2016-SPRI-TRICI-ENVR_SCI-569-1216-LEC
2163-01215,2016-SPRI-TRICI-ENVR_SCI-469-1215-LEC,2016-SPRI-TRICI-ENVR_SCI-469-1215-LEC
2163-01214,2016-SPRI-TRICI-BIOLOGY-469-1214-LEC,2016-SPRI-TRICI-BIOLOGY-469-1214-LEC
2163-06861,2016-SPRI-VANCO-ENVR_SCI-569-6861-LEC,2016-SPRI-VANCO-ENVR_SCI-569-6861-LEC
2163-06860,2016-SPRI-VANCO-BIOLOGY-569-6860-LEC,2016-SPRI-VANCO-BIOLOGY-569-6860-LEC
2163-06859,2016-SPRI-VANCO-BIOLOGY-469-6859-LEC,2016-SPRI-VANCO-BIOLOGY-469-6859-LEC
2163-06858,2016-SPRI-VANCO-ENVR_SCI-469-6858-LEC,2016-SPRI-VANCO-ENVR_SCI-469-6858-LEC
2163-07054,2016-SPRI-VANCO-CS-566-7054-LAB,2016-SPRI-VANCO-CS-566-7054-LAB
2163-07052,2016-SPRI-VANCO-CS-566-7052-LEC,2016-SPRI-VANCO-CS-566-7052-LEC
2163-07053,2016-SPRI-VANCO-CS-466-7053-LAB,2016-SPRI-VANCO-CS-466-7053-LAB
2163-07051,2016-SPRI-VANCO-CS-466-7051-LEC,2016-SPRI-VANCO-CS-466-7051-LEC
2163-08378,2016-SPRI-SPOKA-UI_COOP-900-8378-LEC,2016-SPRI-SPOKA-UI_COOP-900-8378-LEC
2163-07702,2016-SPRI-ONLIN-UI_COOP-900-7702-LEC,2016-SPRI-ONLIN-UI_COOP-900-7702-LEC
2163-09933,2016-SPRI-PULLM-UI_COOP-900-9933-LEC,2016-SPRI-PULLM-UI_COOP-900-9933-LEC
2163-06275,2016-SPRI-PULLM-UI_COOP-900-6275-LEC,2016-SPRI-PULLM-UI_COOP-900-6275-LEC
2163-01754,2016-SPRI-PULLM-ECONS-424-1754-LEC,2016-SPRI-PULLM-ECONS-424-1754-LEC
2163-07047,2016-SPRI-VANCO-CS-458-7047-LEC,2016-SPRI-VANCO-CS-458-7047-LEC
2163-07465,2016-SPRI-ONLIN-CRM_J-541-7465-LEC,2016-SPRI-ONLIN-CRM_J-541-7465-LEC
2163-07771,2016-SPRI-SPOKA-CRM_J-541-7771-LEC,2016-SPRI-SPOKA-CRM_J-541-7771-LEC
2163-07050,2016-SPRI-VANCO-CS-700-7050-THE,2016-SPRI-VANCO-CS-700-7050-THE
2163-04410,2016-SPRI-PULLM-SPANISH-700-4410-THE,2016-SPRI-PULLM-SPANISH-700-4410-THE
2163-10064,2016-SPRI-VANCO-BIOLOGY-492-10064-LEC,2016-SPRI-VANCO-BIOLOGY-492-10064-LEC
2163-09597,2016-SPRI-VANCO-BIOLOGY-492-9597-LEC,2016-SPRI-VANCO-BIOLOGY-492-9597-LEC
2163-06095,2016-SPRI-PULLM-BIOLOGY-492-6095-LEC,2016-SPRI-PULLM-BIOLOGY-492-6095-LEC
2163-10019,2016-SPRI-VANCO-BIOLOGY-561-10019-LEC,2016-SPRI-VANCO-BIOLOGY-561-10019-LEC
2163-09979,2016-SPRI-PULLM-BIOLOGY-561-9979-LEC,2016-SPRI-PULLM-BIOLOGY-561-9979-LEC
2163-08557,2016-SPRI-PULLM-BIOLOGY-561-8557-LEC,2016-SPRI-PULLM-BIOLOGY-561-8557-LEC
2163-09226,2016-SPRI-ONLIN-CES-271-9226-LEC,2016-SPRI-ONLIN-CES-271-9226-LEC
2163-09225,2016-SPRI-ONLIN-MUS-265-9225-LEC,2016-SPRI-ONLIN-MUS-265-9225-LEC
2163-09763,2016-SPRI-PULLM-CES-271-9763-LEC,2016-SPRI-PULLM-CES-271-9763-LEC
2163-06118,2016-SPRI-PULLM-CES-271-6118-LEC,2016-SPRI-PULLM-CES-271-6118-LEC
2163-09216,2016-SPRI-PULLM-MUS-265-9216-LEC,2016-SPRI-PULLM-MUS-265-9216-LEC
2163-06117,2016-SPRI-PULLM-MUS-265-6117-LEC,2016-SPRI-PULLM-MUS-265-6117-LEC
2163-06446,2016-SPRI-VANCO-ENGLISH-326-6446-LEC,2016-SPRI-VANCO-ENGLISH-326-6446-LEC
2163-02101,2016-SPRI-PULLM-ENGLISH-326-2101-LEC,2016-SPRI-PULLM-ENGLISH-326-2101-LEC
2163-05176,2016-SPRI-PULLM-I_D-279-5176-LEC,2016-SPRI-PULLM-I_D-279-5176-LEC
2163-06570,2016-SPRI-VANCO-TCH_LRN-700-6570-THE,2016-SPRI-VANCO-TCH_LRN-700-6570-THE
2163-02897,2016-SPRI-PULLM-TCH_LRN-700-2897-THE,2016-SPRI-PULLM-TCH_LRN-700-2897-THE
2163-03007,2016-SPRI-PULLM-FINE_ART-304-3007-LEC,2016-SPRI-PULLM-FINE_ART-304-3007-LEC
2163-09527,2016-SPRI-TRICI-ENGLISH-401-9527-LEC,2016-SPRI-TRICI-ENGLISH-401-9527-LEC
2163-09526,2016-SPRI-TRICI-ENGLISH-401-9526-LEC,2016-SPRI-TRICI-ENGLISH-401-9526-LEC
2163-09525,2016-SPRI-TRICI-ENGLISH-401-9525-LEC,2016-SPRI-TRICI-ENGLISH-401-9525-LEC
2163-01716,2016-SPRI-PULLM-BIO_ENG-340-1716-LAB,2016-SPRI-PULLM-BIO_ENG-340-1716-LAB
2163-01715,2016-SPRI-PULLM-BIO_ENG-340-1715-LEC,2016-SPRI-PULLM-BIO_ENG-340-1715-LEC
2163-05383,2016-SPRI-PULLM-COMJOUR-466-5383-LAB,2016-SPRI-PULLM-COMJOUR-466-5383-LAB
2163-05382,2016-SPRI-PULLM-COMJOUR-466-5382-LEC,2016-SPRI-PULLM-COMJOUR-466-5382-LEC
2163-06966,2016-SPRI-VANCO-POL_S-400-6966-LEC,2016-SPRI-VANCO-POL_S-400-6966-LEC
2163-04202,2016-SPRI-PULLM-POL_S-400-4202-LEC,2016-SPRI-PULLM-POL_S-400-4202-LEC
2163-04201,2016-SPRI-PULLM-POL_S-400-4201-LEC,2016-SPRI-PULLM-POL_S-400-4201-LEC
2163-08834,2016-SPRI-PULLM-SPMGT-497-8834-LEC,2016-SPRI-PULLM-SPMGT-497-8834-LEC
2163-07619,2016-SPRI-ONLIN-ACCTG-331-7619-LEC,2016-SPRI-ONLIN-ACCTG-331-7619-LEC
2163-06426,2016-SPRI-VANCO-ACCTG-331-6426-LEC,2016-SPRI-VANCO-ACCTG-331-6426-LEC
2163-01082,2016-SPRI-TRICI-ACCTG-331-1082-LEC,2016-SPRI-TRICI-ACCTG-331-1082-LEC
2163-05158,2016-SPRI-PULLM-ACCTG-331-5158-LEC,2016-SPRI-PULLM-ACCTG-331-5158-LEC
2163-05157,2016-SPRI-PULLM-ACCTG-331-5157-LEC,2016-SPRI-PULLM-ACCTG-331-5157-LEC
2163-06430,2016-SPRI-VANCO-ACCTG-439-6430-LEC,2016-SPRI-VANCO-ACCTG-439-6430-LEC
2163-09977,2016-SPRI-TRICI-ACCTG-439-9977-LEC,2016-SPRI-TRICI-ACCTG-439-9977-LEC
2163-05165,2016-SPRI-PULLM-ACCTG-439-5165-LEC,2016-SPRI-PULLM-ACCTG-439-5165-LEC
2163-05164,2016-SPRI-PULLM-ACCTG-439-5164-LEC,2016-SPRI-PULLM-ACCTG-439-5164-LEC
2163-07376,2016-SPRI-ONLIN-ACCTG-439-7376-LEC,2016-SPRI-ONLIN-ACCTG-439-7376-LEC
2163-09908,2016-SPRI-VANCO-BIOLOGY-405-9908-LAB,2016-SPRI-VANCO-BIOLOGY-405-9908-LAB
2163-09907,2016-SPRI-VANCO-BIOLOGY-405-9907-LEC,2016-SPRI-VANCO-BIOLOGY-405-9907-LEC
2163-07398,2016-SPRI-ONLIN-BIOLOGY-405-7398-LAB,2016-SPRI-ONLIN-BIOLOGY-405-7398-LAB
2163-07397,2016-SPRI-ONLIN-BIOLOGY-405-7397-LEC,2016-SPRI-ONLIN-BIOLOGY-405-7397-LEC
2163-03168,2016-SPRI-PULLM-BIOLOGY-405-3168-LAB,2016-SPRI-PULLM-BIOLOGY-405-3168-LAB
2163-03167,2016-SPRI-PULLM-BIOLOGY-405-3167-LAB,2016-SPRI-PULLM-BIOLOGY-405-3167-LAB
2163-03166,2016-SPRI-PULLM-BIOLOGY-405-3166-LAB,2016-SPRI-PULLM-BIOLOGY-405-3166-LAB
2163-03165,2016-SPRI-PULLM-BIOLOGY-405-3165-LAB,2016-SPRI-PULLM-BIOLOGY-405-3165-LAB
2163-03164,2016-SPRI-PULLM-BIOLOGY-405-3164-LAB,2016-SPRI-PULLM-BIOLOGY-405-3164-LAB
2163-03163,2016-SPRI-PULLM-BIOLOGY-405-3163-LAB,2016-SPRI-PULLM-BIOLOGY-405-3163-LAB
2163-03162,2016-SPRI-PULLM-BIOLOGY-405-3162-LEC,2016-SPRI-PULLM-BIOLOGY-405-3162-LEC
2163-03161,2016-SPRI-PULLM-BIOLOGY-405-3161-LEC,2016-SPRI-PULLM-BIOLOGY-405-3161-LEC
2163-08876,2016-SPRI-PULLM-WOMEN_ST-454-8876-LEC,2016-SPRI-PULLM-WOMEN_ST-454-8876-LEC
2163-08877,2016-SPRI-PULLM-CES-454-8877-LEC,2016-SPRI-PULLM-CES-454-8877-LEC
2163-08869,2016-SPRI-SPOKA-CRM_J-591-8869-LEC,2016-SPRI-SPOKA-CRM_J-591-8869-LEC
2163-10157,2016-SPRI-PULLM-CROP_SCI-499-10157-IND,2016-SPRI-PULLM-CROP_SCI-499-10157-IND
2163-05219,2016-SPRI-PULLM-CROP_SCI-499-5219-IND,2016-SPRI-PULLM-CROP_SCI-499-5219-IND
2163-05227,2016-SPRI-PULLM-CROP_SCI-510-5227-LEC,2016-SPRI-PULLM-CROP_SCI-510-5227-LEC
2163-05226,2016-SPRI-PULLM-CROP_SCI-510-5226-LEC,2016-SPRI-PULLM-CROP_SCI-510-5226-LEC
2163-05225,2016-SPRI-PULLM-CROP_SCI-510-5225-LEC,2016-SPRI-PULLM-CROP_SCI-510-5225-LEC
2163-05224,2016-SPRI-PULLM-CROP_SCI-510-5224-LEC,2016-SPRI-PULLM-CROP_SCI-510-5224-LEC
2163-09856,2016-SPRI-VANCO-E_A-301-9856-LEC,2016-SPRI-VANCO-E_A-301-9856-LEC
2163-04909,2016-SPRI-PULLM-E_A-301-4909-LEC,2016-SPRI-PULLM-E_A-301-4909-LEC
2163-07721,2016-SPRI-ONLIN-E_A-301-7721-LEC,2016-SPRI-ONLIN-E_A-301-7721-LEC
2163-01381,2016-SPRI-TRICI-E_E-700-1381-THE,2016-SPRI-TRICI-E_E-700-1381-THE
2163-03398,2016-SPRI-PULLM-E_E-700-3398-THE,2016-SPRI-PULLM-E_E-700-3398-THE
2163-10251,2016-SPRI-ONLIN-SPEC_ED-600-10251-IND,2016-SPRI-ONLIN-SPEC_ED-600-10251-IND
2163-05356,2016-SPRI-PULLM-SPEC_ED-600-5356-IND,2016-SPRI-PULLM-SPEC_ED-600-5356-IND
2163-10219,2016-SPRI-VANCO-ED_AD-600-10219-IND,2016-SPRI-VANCO-ED_AD-600-10219-IND
2163-01070,2016-SPRI-TRICI-ED_AD-600-1070-IND,2016-SPRI-TRICI-ED_AD-600-1070-IND
2163-10235,2016-SPRI-SPOKA-ED_AD-600-10235-IND,2016-SPRI-SPOKA-ED_AD-600-10235-IND
2163-07908,2016-SPRI-SPOKA-ED_AD-600-7908-IND,2016-SPRI-SPOKA-ED_AD-600-7908-IND
2163-02549,2016-SPRI-PULLM-ED_AD-600-2549-IND,2016-SPRI-PULLM-ED_AD-600-2549-IND
2163-06556,2016-SPRI-VANCO-ED_AD-702-6556-EXC,2016-SPRI-VANCO-ED_AD-702-6556-EXC
2163-01071,2016-SPRI-TRICI-ED_AD-702-1071-EXC,2016-SPRI-TRICI-ED_AD-702-1071-EXC
2163-07899,2016-SPRI-SPOKA-ED_AD-702-7899-EXC,2016-SPRI-SPOKA-ED_AD-702-7899-EXC
2163-02551,2016-SPRI-PULLM-ED_AD-702-2551-EXC,2016-SPRI-PULLM-ED_AD-702-2551-EXC
2163-03235,2016-SPRI-PULLM-MATH-320-3235-LEC,2016-SPRI-PULLM-MATH-320-3235-LEC
2163-06444,2016-SPRI-VANCO-ENGLISH-301-6444-LEC,2016-SPRI-VANCO-ENGLISH-301-6444-LEC
2163-02190,2016-SPRI-PULLM-ENGLISH-301-2190-LEC,2016-SPRI-PULLM-ENGLISH-301-2190-LEC
2163-02189,2016-SPRI-PULLM-ENGLISH-301-2189-LEC,2016-SPRI-PULLM-ENGLISH-301-2189-LEC
2163-02188,2016-SPRI-PULLM-ENGLISH-301-2188-LEC,2016-SPRI-PULLM-ENGLISH-301-2188-LEC
2163-02187,2016-SPRI-PULLM-ENGLISH-301-2187-LEC,2016-SPRI-PULLM-ENGLISH-301-2187-LEC
2163-02186,2016-SPRI-PULLM-ENGLISH-301-2186-LEC,2016-SPRI-PULLM-ENGLISH-301-2186-LEC
2163-07350,2016-SPRI-ONLIN-ENGLISH-301-7350-LEC,2016-SPRI-ONLIN-ENGLISH-301-7350-LEC
2163-01115,2016-SPRI-TRICI-ENGLISH-322-1115-LEC,2016-SPRI-TRICI-ENGLISH-322-1115-LEC
2163-01114,2016-SPRI-TRICI-CES-332-1114-LEC,2016-SPRI-TRICI-CES-332-1114-LEC
2163-02253,2016-SPRI-PULLM-ENGLISH-702-2253-EXC,2016-SPRI-PULLM-ENGLISH-702-2253-EXC
2163-06908,2016-SPRI-VANCO-ENVR_SCI-495-6908-INT,2016-SPRI-VANCO-ENVR_SCI-495-6908-INT
2163-01568,2016-SPRI-TRICI-ENVR_SCI-495-1568-INT,2016-SPRI-TRICI-ENVR_SCI-495-1568-INT
2163-05595,2016-SPRI-PULLM-ENVR_SCI-495-5595-INT,2016-SPRI-PULLM-ENVR_SCI-495-5595-INT
2163-08699,2016-SPRI-PULLM-FS-495-8699-INT,2016-SPRI-PULLM-FS-495-8699-INT
2163-04666,2016-SPRI-PULLM-FS-495-4666-INT,2016-SPRI-PULLM-FS-495-4666-INT
2163-04753,2016-SPRI-PULLM-GEOLOGY-598-4753-LEC,2016-SPRI-PULLM-GEOLOGY-598-4753-LEC
2163-04752,2016-SPRI-PULLM-GEOLOGY-498-4752-LEC,2016-SPRI-PULLM-GEOLOGY-498-4752-LEC
2163-06396,2016-SPRI-PULLM-GEOLOGY-597-6396-LEC,2016-SPRI-PULLM-GEOLOGY-597-6396-LEC
2163-06277,2016-SPRI-PULLM-GEOLOGY-597-6277-LEC,2016-SPRI-PULLM-GEOLOGY-597-6277-LEC
2163-01183,2016-SPRI-TRICI-FINE_ART-201-1183-LEC,2016-SPRI-TRICI-FINE_ART-201-1183-LEC
2163-02989,2016-SPRI-PULLM-HISTORY-600-2989-IND,2016-SPRI-PULLM-HISTORY-600-2989-IND
2163-02988,2016-SPRI-PULLM-HISTORY-600-2988-IND,2016-SPRI-PULLM-HISTORY-600-2988-IND
2163-02991,2016-SPRI-PULLM-HISTORY-702-2991-EXC,2016-SPRI-PULLM-HISTORY-702-2991-EXC
