external_course_key,course_id,course_name
2163-03307,2016-SPRI-PULLM-NEUROSCI-531-3307-LAB,2016-SPRI-PULLM-NEUROSCI-531-3307-LAB
2163-05178,2016-SPRI-PULLM-I_D-297-5178-LAB,2016-SPRI-PULLM-I_D-297-5178-LAB
2163-05177,2016-SPRI-PULLM-I_D-297-5177-LEC,2016-SPRI-PULLM-I_D-297-5177-LEC
2163-09593,2016-SPRI-PULLM-I_D-333-9593-LAB,2016-SPRI-PULLM-I_D-333-9593-LAB
2163-09592,2016-SPRI-PULLM-I_D-333-9592-LEC,2016-SPRI-PULLM-I_D-333-9592-LEC
2163-05181,2016-SPRI-PULLM-I_D-333-5181-LAB,2016-SPRI-PULLM-I_D-333-5181-LAB
2163-05179,2016-SPRI-PULLM-I_D-333-5179-LEC,2016-SPRI-PULLM-I_D-333-5179-LEC
2163-06184,2016-SPRI-PULLM-PSYCH-548-6184-LEC,2016-SPRI-PULLM-PSYCH-548-6184-LEC
2163-09522,2016-SPRI-TRICI-SPEC_ED-589-9522-LEC,2016-SPRI-TRICI-SPEC_ED-589-9522-LEC
2163-09416,2016-SPRI-SPOKA-SPEC_ED-589-9416-LEC,2016-SPRI-SPOKA-SPEC_ED-589-9416-LEC
2163-09695,2016-SPRI-PULLM-SPEC_ED-589-9695-LEC,2016-SPRI-PULLM-SPEC_ED-589-9695-LEC
2163-05111,2016-SPRI-PULLM-SPMGT-468-5111-LEC,2016-SPRI-PULLM-SPMGT-468-5111-LEC
2163-08745,2016-SPRI-PULLM-STAT-573-8745-LEC,2016-SPRI-PULLM-STAT-573-8745-LEC
2163-05943,2016-SPRI-PULLM-STAT-590-5943-LEC,2016-SPRI-PULLM-STAT-590-5943-LEC
2163-06565,2016-SPRI-VANCO-TCH_LRN-537-6565-LEC,2016-SPRI-VANCO-TCH_LRN-537-6565-LEC
2163-02882,2016-SPRI-PULLM-TCH_LRN-537-2882-LEC,2016-SPRI-PULLM-TCH_LRN-537-2882-LEC
2163-01015,2016-SPRI-TRICI-TCH_LRN-537-1015-LEC,2016-SPRI-TRICI-TCH_LRN-537-1015-LEC
2163-07876,2016-SPRI-SPOKA-TCH_LRN-537-7876-LEC,2016-SPRI-SPOKA-TCH_LRN-537-7876-LEC
2163-09331,2016-SPRI-VANCO-TCH_LRN-541-9331-LEC,2016-SPRI-VANCO-TCH_LRN-541-9331-LEC
2163-09515,2016-SPRI-TRICI-TCH_LRN-541-9515-LEC,2016-SPRI-TRICI-TCH_LRN-541-9515-LEC
2163-07875,2016-SPRI-SPOKA-TCH_LRN-541-7875-LEC,2016-SPRI-SPOKA-TCH_LRN-541-7875-LEC
2163-07528,2016-SPRI-ONLIN-TCH_LRN-541-7528-LEC,2016-SPRI-ONLIN-TCH_LRN-541-7528-LEC
2163-06566,2016-SPRI-VANCO-TCH_LRN-543-6566-LEC,2016-SPRI-VANCO-TCH_LRN-543-6566-LEC
2163-01469,2016-SPRI-TRICI-TCH_LRN-543-1469-LEC,2016-SPRI-TRICI-TCH_LRN-543-1469-LEC
2163-07874,2016-SPRI-SPOKA-TCH_LRN-543-7874-LEC,2016-SPRI-SPOKA-TCH_LRN-543-7874-LEC
2163-07529,2016-SPRI-ONLIN-TCH_LRN-543-7529-LEC,2016-SPRI-ONLIN-TCH_LRN-543-7529-LEC
2163-04972,2016-SPRI-PULLM-HORT-331-4972-LAB,2016-SPRI-PULLM-HORT-331-4972-LAB
2163-04971,2016-SPRI-PULLM-HORT-331-4971-LEC,2016-SPRI-PULLM-HORT-331-4971-LEC
2163-09476,2016-SPRI-TRICI-HORT-535-9476-LEC,2016-SPRI-TRICI-HORT-535-9476-LEC
2163-09901,2016-SPRI-PULLM-HORT-535-9901-LEC,2016-SPRI-PULLM-HORT-535-9901-LEC
2163-08419,2016-SPRI-PULLM-HORT-535-8419-LEC,2016-SPRI-PULLM-HORT-535-8419-LEC
2163-08418,2016-SPRI-PULLM-HORT-535-8418-LEC,2016-SPRI-PULLM-HORT-535-8418-LEC
2163-09698,2016-SPRI-TRICI-VIT_ENOL-435-9698-LEC,2016-SPRI-TRICI-VIT_ENOL-435-9698-LEC
2163-08420,2016-SPRI-PULLM-VIT_ENOL-435-8420-LEC,2016-SPRI-PULLM-VIT_ENOL-435-8420-LEC
2163-05191,2016-SPRI-PULLM-I_D-526-5191-LAB,2016-SPRI-PULLM-I_D-526-5191-LAB
2163-08416,2016-SPRI-PULLM-HORT-435-8416-LEC,2016-SPRI-PULLM-HORT-435-8416-LEC
2163-09475,2016-SPRI-TRICI-HORT-435-9475-LEC,2016-SPRI-TRICI-HORT-435-9475-LEC
2163-08545,2016-SPRI-PULLM-JAPANESE-307-8545-LEC,2016-SPRI-PULLM-JAPANESE-307-8545-LEC
2163-08546,2016-SPRI-PULLM-JAPANESE-307-8546-LEC,2016-SPRI-PULLM-JAPANESE-307-8546-LEC
2163-05494,2016-SPRI-PULLM-MUS-409-5494-LAB,2016-SPRI-PULLM-MUS-409-5494-LAB
2163-05496,2016-SPRI-PULLM-MUS-411-5496-LAB,2016-SPRI-PULLM-MUS-411-5496-LAB
2163-05497,2016-SPRI-PULLM-MUS-412-5497-LAB,2016-SPRI-PULLM-MUS-412-5497-LAB
2163-05498,2016-SPRI-PULLM-MUS-413-5498-IND,2016-SPRI-PULLM-MUS-413-5498-IND
2163-01017,2016-SPRI-TRICI-NURS-309-1017-LEC,2016-SPRI-TRICI-NURS-309-1017-LEC
2163-08160,2016-SPRI-SPOKA-NURS-309-8160-LEC,2016-SPRI-SPOKA-NURS-309-8160-LEC
2163-08159,2016-SPRI-SPOKA-NURS-309-8159-LEC,2016-SPRI-SPOKA-NURS-309-8159-LEC
2163-05499,2016-SPRI-PULLM-MUS-414-5499-LAB,2016-SPRI-PULLM-MUS-414-5499-LAB
2163-05501,2016-SPRI-PULLM-MUS-416-5501-LAB,2016-SPRI-PULLM-MUS-416-5501-LAB
2163-08129,2016-SPRI-SPOKA-NURS-315-8129-LAB,2016-SPRI-SPOKA-NURS-315-8129-LAB
2163-01026,2016-SPRI-TRICI-NURS-315-1026-LAB,2016-SPRI-TRICI-NURS-315-1026-LAB
2163-08128,2016-SPRI-SPOKA-NURS-315-8128-LAB,2016-SPRI-SPOKA-NURS-315-8128-LAB
2163-08127,2016-SPRI-SPOKA-NURS-315-8127-LAB,2016-SPRI-SPOKA-NURS-315-8127-LAB
2163-08126,2016-SPRI-SPOKA-NURS-315-8126-LAB,2016-SPRI-SPOKA-NURS-315-8126-LAB
2163-08125,2016-SPRI-SPOKA-NURS-315-8125-LAB,2016-SPRI-SPOKA-NURS-315-8125-LAB
2163-08124,2016-SPRI-SPOKA-NURS-315-8124-LAB,2016-SPRI-SPOKA-NURS-315-8124-LAB
2163-08123,2016-SPRI-SPOKA-NURS-315-8123-LAB,2016-SPRI-SPOKA-NURS-315-8123-LAB
2163-08122,2016-SPRI-SPOKA-NURS-315-8122-LAB,2016-SPRI-SPOKA-NURS-315-8122-LAB
2163-08121,2016-SPRI-SPOKA-NURS-315-8121-LAB,2016-SPRI-SPOKA-NURS-315-8121-LAB
2163-08120,2016-SPRI-SPOKA-NURS-315-8120-LAB,2016-SPRI-SPOKA-NURS-315-8120-LAB
2163-08119,2016-SPRI-SPOKA-NURS-315-8119-LAB,2016-SPRI-SPOKA-NURS-315-8119-LAB
2163-08118,2016-SPRI-SPOKA-NURS-315-8118-LAB,2016-SPRI-SPOKA-NURS-315-8118-LAB
2163-08117,2016-SPRI-SPOKA-NURS-315-8117-LAB,2016-SPRI-SPOKA-NURS-315-8117-LAB
2163-08116,2016-SPRI-SPOKA-NURS-315-8116-LAB,2016-SPRI-SPOKA-NURS-315-8116-LAB
2163-01020,2016-SPRI-TRICI-NURS-316-1020-LEC,2016-SPRI-TRICI-NURS-316-1020-LEC
2163-07949,2016-SPRI-SPOKA-NURS-316-7949-LEC,2016-SPRI-SPOKA-NURS-316-7949-LEC
2163-07948,2016-SPRI-SPOKA-NURS-316-7948-LEC,2016-SPRI-SPOKA-NURS-316-7948-LEC
2163-01022,2016-SPRI-TRICI-NURS-317-1022-LAB,2016-SPRI-TRICI-NURS-317-1022-LAB
2163-01021,2016-SPRI-TRICI-NURS-317-1021-LEC,2016-SPRI-TRICI-NURS-317-1021-LEC
2163-07965,2016-SPRI-SPOKA-NURS-317-7965-LAB,2016-SPRI-SPOKA-NURS-317-7965-LAB
2163-07964,2016-SPRI-SPOKA-NURS-317-7964-LAB,2016-SPRI-SPOKA-NURS-317-7964-LAB
2163-07963,2016-SPRI-SPOKA-NURS-317-7963-LAB,2016-SPRI-SPOKA-NURS-317-7963-LAB
2163-07962,2016-SPRI-SPOKA-NURS-317-7962-LAB,2016-SPRI-SPOKA-NURS-317-7962-LAB
2163-07961,2016-SPRI-SPOKA-NURS-317-7961-LAB,2016-SPRI-SPOKA-NURS-317-7961-LAB
2163-07960,2016-SPRI-SPOKA-NURS-317-7960-LAB,2016-SPRI-SPOKA-NURS-317-7960-LAB
2163-07959,2016-SPRI-SPOKA-NURS-317-7959-LAB,2016-SPRI-SPOKA-NURS-317-7959-LAB
2163-07958,2016-SPRI-SPOKA-NURS-317-7958-LAB,2016-SPRI-SPOKA-NURS-317-7958-LAB
2163-07957,2016-SPRI-SPOKA-NURS-317-7957-LAB,2016-SPRI-SPOKA-NURS-317-7957-LAB
2163-07956,2016-SPRI-SPOKA-NURS-317-7956-LAB,2016-SPRI-SPOKA-NURS-317-7956-LAB
2163-07955,2016-SPRI-SPOKA-NURS-317-7955-LAB,2016-SPRI-SPOKA-NURS-317-7955-LAB
2163-07954,2016-SPRI-SPOKA-NURS-317-7954-LAB,2016-SPRI-SPOKA-NURS-317-7954-LAB
2163-07953,2016-SPRI-SPOKA-NURS-317-7953-LAB,2016-SPRI-SPOKA-NURS-317-7953-LAB
2163-07952,2016-SPRI-SPOKA-NURS-317-7952-LAB,2016-SPRI-SPOKA-NURS-317-7952-LAB
2163-07951,2016-SPRI-SPOKA-NURS-317-7951-LEC,2016-SPRI-SPOKA-NURS-317-7951-LEC
2163-07950,2016-SPRI-SPOKA-NURS-317-7950-LEC,2016-SPRI-SPOKA-NURS-317-7950-LEC
2163-01024,2016-SPRI-TRICI-NURS-323-1024-LEC,2016-SPRI-TRICI-NURS-323-1024-LEC
2163-08018,2016-SPRI-SPOKA-NURS-323-8018-LEC,2016-SPRI-SPOKA-NURS-323-8018-LEC
2163-08017,2016-SPRI-SPOKA-NURS-323-8017-LEC,2016-SPRI-SPOKA-NURS-323-8017-LEC
2163-10399,2016-SPRI-PULLM-NURS-399-10399-LEC,2016-SPRI-PULLM-NURS-399-10399-LEC
2163-05521,2016-SPRI-PULLM-MUS-538-5521-LAB,2016-SPRI-PULLM-MUS-538-5521-LAB
2163-05519,2016-SPRI-PULLM-MUS-538-5519-LAB,2016-SPRI-PULLM-MUS-538-5519-LAB
2163-05520,2016-SPRI-PULLM-MUS-438-5520-LAB,2016-SPRI-PULLM-MUS-438-5520-LAB
2163-05518,2016-SPRI-PULLM-MUS-438-5518-LAB,2016-SPRI-PULLM-MUS-438-5518-LAB
2163-01040,2016-SPRI-TRICI-NURS-415-1040-LAB,2016-SPRI-TRICI-NURS-415-1040-LAB
2163-08077,2016-SPRI-SPOKA-NURS-415-8077-LAB,2016-SPRI-SPOKA-NURS-415-8077-LAB
2163-08078,2016-SPRI-SPOKA-NURS-415-8078-LAB,2016-SPRI-SPOKA-NURS-415-8078-LAB
2163-08076,2016-SPRI-SPOKA-NURS-415-8076-LAB,2016-SPRI-SPOKA-NURS-415-8076-LAB
2163-08075,2016-SPRI-SPOKA-NURS-415-8075-LAB,2016-SPRI-SPOKA-NURS-415-8075-LAB
2163-08074,2016-SPRI-SPOKA-NURS-415-8074-LAB,2016-SPRI-SPOKA-NURS-415-8074-LAB
2163-08073,2016-SPRI-SPOKA-NURS-415-8073-LAB,2016-SPRI-SPOKA-NURS-415-8073-LAB
2163-08072,2016-SPRI-SPOKA-NURS-415-8072-LAB,2016-SPRI-SPOKA-NURS-415-8072-LAB
2163-08071,2016-SPRI-SPOKA-NURS-415-8071-LAB,2016-SPRI-SPOKA-NURS-415-8071-LAB
2163-08070,2016-SPRI-SPOKA-NURS-415-8070-LAB,2016-SPRI-SPOKA-NURS-415-8070-LAB
2163-08069,2016-SPRI-SPOKA-NURS-415-8069-LAB,2016-SPRI-SPOKA-NURS-415-8069-LAB
2163-08387,2016-SPRI-SPOKA-NURS-415-8387-LAB,2016-SPRI-SPOKA-NURS-415-8387-LAB
2163-01041,2016-SPRI-TRICI-NURS-416-1041-LEC,2016-SPRI-TRICI-NURS-416-1041-LEC
2163-08027,2016-SPRI-SPOKA-NURS-416-8027-LEC,2016-SPRI-SPOKA-NURS-416-8027-LEC
2163-08026,2016-SPRI-SPOKA-NURS-416-8026-LEC,2016-SPRI-SPOKA-NURS-416-8026-LEC
2163-05525,2016-SPRI-PULLM-MUS-540-5525-LAB,2016-SPRI-PULLM-MUS-540-5525-LAB
2163-05524,2016-SPRI-PULLM-MUS-440-5524-LAB,2016-SPRI-PULLM-MUS-440-5524-LAB
2163-06996,2016-SPRI-VANCO-NURS-578-6996-LAB,2016-SPRI-VANCO-NURS-578-6996-LAB
2163-06994,2016-SPRI-VANCO-NURS-578-6994-LEC,2016-SPRI-VANCO-NURS-578-6994-LEC
2163-01602,2016-SPRI-TRICI-NURS-578-1602-LAB,2016-SPRI-TRICI-NURS-578-1602-LAB
2163-01600,2016-SPRI-TRICI-NURS-578-1600-LAB,2016-SPRI-TRICI-NURS-578-1600-LAB
2163-01143,2016-SPRI-TRICI-NURS-578-1143-LEC,2016-SPRI-TRICI-NURS-578-1143-LEC
2163-01141,2016-SPRI-TRICI-NURS-578-1141-LEC,2016-SPRI-TRICI-NURS-578-1141-LEC
2163-08368,2016-SPRI-SPOKA-NURS-578-8368-LAB,2016-SPRI-SPOKA-NURS-578-8368-LAB
2163-08366,2016-SPRI-SPOKA-NURS-578-8366-LAB,2016-SPRI-SPOKA-NURS-578-8366-LAB
2163-08361,2016-SPRI-SPOKA-NURS-578-8361-LEC,2016-SPRI-SPOKA-NURS-578-8361-LEC
2163-08148,2016-SPRI-SPOKA-NURS-578-8148-LEC,2016-SPRI-SPOKA-NURS-578-8148-LEC
2163-08146,2016-SPRI-SPOKA-NURS-578-8146-LEC,2016-SPRI-SPOKA-NURS-578-8146-LEC
2163-08397,2016-SPRI-SPOKA-NURS-578-8397-LAB,2016-SPRI-SPOKA-NURS-578-8397-LAB
2163-08395,2016-SPRI-SPOKA-NURS-578-8395-LAB,2016-SPRI-SPOKA-NURS-578-8395-LAB
2163-08392,2016-SPRI-SPOKA-NURS-578-8392-LEC,2016-SPRI-SPOKA-NURS-578-8392-LEC
2163-06264,2016-SPRI-PULLM-NURS-578-6264-LAB,2016-SPRI-PULLM-NURS-578-6264-LAB
2163-06262,2016-SPRI-PULLM-NURS-578-6262-LEC,2016-SPRI-PULLM-NURS-578-6262-LEC
2163-06995,2016-SPRI-VANCO-NURS-478-6995-LAB,2016-SPRI-VANCO-NURS-478-6995-LAB
2163-06993,2016-SPRI-VANCO-NURS-478-6993-LEC,2016-SPRI-VANCO-NURS-478-6993-LEC
2163-01601,2016-SPRI-TRICI-NURS-478-1601-LAB,2016-SPRI-TRICI-NURS-478-1601-LAB
2163-01599,2016-SPRI-TRICI-NURS-478-1599-LAB,2016-SPRI-TRICI-NURS-478-1599-LAB
2163-01142,2016-SPRI-TRICI-NURS-478-1142-LEC,2016-SPRI-TRICI-NURS-478-1142-LEC
2163-01140,2016-SPRI-TRICI-NURS-478-1140-LEC,2016-SPRI-TRICI-NURS-478-1140-LEC
2163-08367,2016-SPRI-SPOKA-NURS-478-8367-LAB,2016-SPRI-SPOKA-NURS-478-8367-LAB
2163-08365,2016-SPRI-SPOKA-NURS-478-8365-LAB,2016-SPRI-SPOKA-NURS-478-8365-LAB
2163-08360,2016-SPRI-SPOKA-NURS-478-8360-LEC,2016-SPRI-SPOKA-NURS-478-8360-LEC
2163-08394,2016-SPRI-SPOKA-NURS-478-8394-LAB,2016-SPRI-SPOKA-NURS-478-8394-LAB
2163-08147,2016-SPRI-SPOKA-NURS-478-8147-LEC,2016-SPRI-SPOKA-NURS-478-8147-LEC
2163-08145,2016-SPRI-SPOKA-NURS-478-8145-LEC,2016-SPRI-SPOKA-NURS-478-8145-LEC
2163-08391,2016-SPRI-SPOKA-NURS-478-8391-LEC,2016-SPRI-SPOKA-NURS-478-8391-LEC
2163-08396,2016-SPRI-SPOKA-NURS-478-8396-LAB,2016-SPRI-SPOKA-NURS-478-8396-LAB
2163-06263,2016-SPRI-PULLM-NURS-478-6263-LAB,2016-SPRI-PULLM-NURS-478-6263-LAB
2163-06261,2016-SPRI-PULLM-NURS-478-6261-LEC,2016-SPRI-PULLM-NURS-478-6261-LEC
2163-07115,2016-SPRI-VANCO-MECH-700-7115-THE,2016-SPRI-VANCO-MECH-700-7115-THE
2163-10110,2016-SPRI-PULLM-MGTOP-499-10110-IND,2016-SPRI-PULLM-MGTOP-499-10110-IND
2163-09249,2016-SPRI-VANCO-STAT-519-9249-LEC,2016-SPRI-VANCO-STAT-519-9249-LEC
2163-09528,2016-SPRI-PULLM-STAT-519-9528-LEC,2016-SPRI-PULLM-STAT-519-9528-LEC
2163-04232,2016-SPRI-PULLM-WOMEN_ST-251-4232-LEC,2016-SPRI-PULLM-WOMEN_ST-251-4232-LEC
2163-04231,2016-SPRI-PULLM-SOC-251-4231-LEC,2016-SPRI-PULLM-SOC-251-4231-LEC
2163-06703,2016-SPRI-VANCO-SOC-321-6703-LEC,2016-SPRI-VANCO-SOC-321-6703-LEC
2163-06702,2016-SPRI-VANCO-SOC-321-6702-LEC,2016-SPRI-VANCO-SOC-321-6702-LEC
2163-05895,2016-SPRI-PULLM-SOC-321-5895-LEC,2016-SPRI-PULLM-SOC-321-5895-LEC
2163-05894,2016-SPRI-PULLM-SOC-321-5894-LEC,2016-SPRI-PULLM-SOC-321-5894-LEC
2163-07363,2016-SPRI-ONLIN-SOC-361-7363-LEC,2016-SPRI-ONLIN-SOC-361-7363-LEC
2163-05893,2016-SPRI-PULLM-SOC-321-5893-LEC,2016-SPRI-PULLM-SOC-321-5893-LEC
2163-04243,2016-SPRI-PULLM-SOC-361-4243-LEC,2016-SPRI-PULLM-SOC-361-4243-LEC
2163-08701,2016-SPRI-PULLM-SOC-574-8701-LEC,2016-SPRI-PULLM-SOC-574-8701-LEC
2163-06679,2016-SPRI-VANCO-SPANISH-305-6679-LEC,2016-SPRI-VANCO-SPANISH-305-6679-LEC
2163-08630,2016-SPRI-PULLM-SPANISH-305-8630-LEC,2016-SPRI-PULLM-SPANISH-305-8630-LEC
2163-04387,2016-SPRI-PULLM-SPANISH-305-4387-LEC,2016-SPRI-PULLM-SPANISH-305-4387-LEC
2163-04386,2016-SPRI-PULLM-SPANISH-305-4386-LEC,2016-SPRI-PULLM-SPANISH-305-4386-LEC
2163-04385,2016-SPRI-PULLM-SPANISH-305-4385-LEC,2016-SPRI-PULLM-SPANISH-305-4385-LEC
2163-07126,2016-SPRI-VANCO-SPANISH-307-7126-LEC,2016-SPRI-VANCO-SPANISH-307-7126-LEC
2163-04392,2016-SPRI-PULLM-SPANISH-307-4392-LEC,2016-SPRI-PULLM-SPANISH-307-4392-LEC
2163-04391,2016-SPRI-PULLM-SPANISH-307-4391-LEC,2016-SPRI-PULLM-SPANISH-307-4391-LEC
2163-04403,2016-SPRI-PULLM-SPANISH-453-4403-LEC,2016-SPRI-PULLM-SPANISH-453-4403-LEC
2163-01253,2016-SPRI-TRICI-TCH_LRN-310-1253-LEC,2016-SPRI-TRICI-TCH_LRN-310-1253-LEC
2163-02833,2016-SPRI-PULLM-TCH_LRN-310-2833-LEC,2016-SPRI-PULLM-TCH_LRN-310-2833-LEC
2163-02854,2016-SPRI-PULLM-TCH_LRN-413-2854-LEC,2016-SPRI-PULLM-TCH_LRN-413-2854-LEC
2163-02853,2016-SPRI-PULLM-TCH_LRN-413-2853-LEC,2016-SPRI-PULLM-TCH_LRN-413-2853-LEC
2163-09074,2016-SPRI-ONLIN-SOIL_SCI-468-9074-LAB,2016-SPRI-ONLIN-SOIL_SCI-468-9074-LAB
2163-09073,2016-SPRI-ONLIN-SOIL_SCI-468-9073-LEC,2016-SPRI-ONLIN-SOIL_SCI-468-9073-LEC
2163-09076,2016-SPRI-ONLIN-SOIL_SCI-568-9076-LAB,2016-SPRI-ONLIN-SOIL_SCI-568-9076-LAB
2163-09075,2016-SPRI-ONLIN-SOIL_SCI-568-9075-LEC,2016-SPRI-ONLIN-SOIL_SCI-568-9075-LEC
2163-09722,2016-SPRI-TRICI-SOIL_SCI-568-9722-LAB,2016-SPRI-TRICI-SOIL_SCI-568-9722-LAB
2163-09721,2016-SPRI-TRICI-SOIL_SCI-568-9721-LEC,2016-SPRI-TRICI-SOIL_SCI-568-9721-LEC
2163-09479,2016-SPRI-TRICI-SOIL_SCI-468-9479-LEC,2016-SPRI-TRICI-SOIL_SCI-468-9479-LEC
2163-09477,2016-SPRI-TRICI-SOIL_SCI-468-9477-LAB,2016-SPRI-TRICI-SOIL_SCI-468-9477-LAB
2163-09724,2016-SPRI-TRICI-ENVR_SCI-486-9724-LEC,2016-SPRI-TRICI-ENVR_SCI-486-9724-LEC
2163-09723,2016-SPRI-TRICI-ENVR_SCI-486-9723-LEC,2016-SPRI-TRICI-ENVR_SCI-486-9723-LEC
2163-06869,2016-SPRI-VANCO-SOIL_SCI-568-6869-LAB,2016-SPRI-VANCO-SOIL_SCI-568-6869-LAB
2163-06865,2016-SPRI-VANCO-SOIL_SCI-568-6865-LEC,2016-SPRI-VANCO-SOIL_SCI-568-6865-LEC
2163-09071,2016-SPRI-PULLM-SOIL_SCI-568-9071-LEC,2016-SPRI-PULLM-SOIL_SCI-568-9071-LEC
2163-04798,2016-SPRI-PULLM-SOIL_SCI-568-4798-LAB,2016-SPRI-PULLM-SOIL_SCI-568-4798-LAB
2163-04794,2016-SPRI-PULLM-SOIL_SCI-568-4794-LAB,2016-SPRI-PULLM-SOIL_SCI-568-4794-LAB
2163-04790,2016-SPRI-PULLM-SOIL_SCI-568-4790-LEC,2016-SPRI-PULLM-SOIL_SCI-568-4790-LEC
2163-06868,2016-SPRI-VANCO-ENVR_SCI-586-6868-LAB,2016-SPRI-VANCO-ENVR_SCI-586-6868-LAB
2163-06864,2016-SPRI-VANCO-ENVR_SCI-586-6864-LEC,2016-SPRI-VANCO-ENVR_SCI-586-6864-LEC
2163-09726,2016-SPRI-TRICI-ENVR_SCI-586-9726-LAB,2016-SPRI-TRICI-ENVR_SCI-586-9726-LAB
2163-09725,2016-SPRI-TRICI-ENVR_SCI-586-9725-LEC,2016-SPRI-TRICI-ENVR_SCI-586-9725-LEC
2163-06867,2016-SPRI-VANCO-ENVR_SCI-486-6867-LAB,2016-SPRI-VANCO-ENVR_SCI-486-6867-LAB
2163-06863,2016-SPRI-VANCO-ENVR_SCI-486-6863-LEC,2016-SPRI-VANCO-ENVR_SCI-486-6863-LEC
2163-06866,2016-SPRI-VANCO-SOIL_SCI-468-6866-LAB,2016-SPRI-VANCO-SOIL_SCI-468-6866-LAB
2163-06862,2016-SPRI-VANCO-SOIL_SCI-468-6862-LEC,2016-SPRI-VANCO-SOIL_SCI-468-6862-LEC
2163-09072,2016-SPRI-PULLM-SOIL_SCI-468-9072-LEC,2016-SPRI-PULLM-SOIL_SCI-468-9072-LEC
2163-04795,2016-SPRI-PULLM-SOIL_SCI-468-4795-LAB,2016-SPRI-PULLM-SOIL_SCI-468-4795-LAB
2163-04791,2016-SPRI-PULLM-SOIL_SCI-468-4791-LAB,2016-SPRI-PULLM-SOIL_SCI-468-4791-LAB
2163-04787,2016-SPRI-PULLM-SOIL_SCI-468-4787-LEC,2016-SPRI-PULLM-SOIL_SCI-468-4787-LEC
2163-07463,2016-SPRI-ONLIN-FINE_ART-301-7463-LEC,2016-SPRI-ONLIN-FINE_ART-301-7463-LEC
2163-06227,2016-SPRI-PULLM-FINE_ART-301-6227-LEC,2016-SPRI-PULLM-FINE_ART-301-6227-LEC
2163-06964,2016-SPRI-VANCO-HISTORY-571-6964-LEC,2016-SPRI-VANCO-HISTORY-571-6964-LEC
2163-02984,2016-SPRI-PULLM-HISTORY-571-2984-LEC,2016-SPRI-PULLM-HISTORY-571-2984-LEC
2163-01449,2016-SPRI-TRICI-HORT-516-1449-LEC,2016-SPRI-TRICI-HORT-516-1449-LEC
2163-04989,2016-SPRI-PULLM-HORT-516-4989-LEC,2016-SPRI-PULLM-HORT-516-4989-LEC
2163-04987,2016-SPRI-PULLM-HORT-516-4987-LEC,2016-SPRI-PULLM-HORT-516-4987-LEC
2163-04993,2016-SPRI-PULLM-HORT-516-4993-LEC,2016-SPRI-PULLM-HORT-516-4993-LEC
2163-01450,2016-SPRI-TRICI-HORT-425-1450-LEC,2016-SPRI-TRICI-HORT-425-1450-LEC
2163-01448,2016-SPRI-TRICI-HORT-416-1448-LEC,2016-SPRI-TRICI-HORT-416-1448-LEC
2163-04986,2016-SPRI-PULLM-HORT-416-4986-LEC,2016-SPRI-PULLM-HORT-416-4986-LEC
2163-04991,2016-SPRI-PULLM-HORT-516-4991-LEC,2016-SPRI-PULLM-HORT-516-4991-LEC
2163-09085,2016-SPRI-PULLM-HORT-425-9085-LEC,2016-SPRI-PULLM-HORT-425-9085-LEC
2163-09084,2016-SPRI-PULLM-HORT-425-9084-LEC,2016-SPRI-PULLM-HORT-425-9084-LEC
2163-08890,2016-SPRI-PULLM-HORT-425-8890-LEC,2016-SPRI-PULLM-HORT-425-8890-LEC
2163-04994,2016-SPRI-PULLM-HORT-425-4994-LEC,2016-SPRI-PULLM-HORT-425-4994-LEC
2163-05173,2016-SPRI-PULLM-I_D-203-5173-LAB,2016-SPRI-PULLM-I_D-203-5173-LAB
2163-05172,2016-SPRI-PULLM-I_D-203-5172-LEC,2016-SPRI-PULLM-I_D-203-5172-LEC
2163-08944,2016-SPRI-SPOKA-NURS-517-8944-LEC,2016-SPRI-SPOKA-NURS-517-8944-LEC
2163-08945,2016-SPRI-SPOKA-NURS-519-8945-LEC,2016-SPRI-SPOKA-NURS-519-8945-LEC
2163-06380,2016-SPRI-PULLM-MUS-452-6380-LAB,2016-SPRI-PULLM-MUS-452-6380-LAB
2163-06082,2016-SPRI-PULLM-MUS-452-6082-LEC,2016-SPRI-PULLM-MUS-452-6082-LEC
2163-05532,2016-SPRI-PULLM-MUS-483-5532-LAB,2016-SPRI-PULLM-MUS-483-5532-LAB
2163-02765,2016-SPRI-PULLM-JAPANESE-499-2765-IND,2016-SPRI-PULLM-JAPANESE-499-2765-IND
2163-02764,2016-SPRI-PULLM-JAPANESE-499-2764-IND,2016-SPRI-PULLM-JAPANESE-499-2764-IND
2163-08427,2016-SPRI-PULLM-MGTOP-596-8427-LEC,2016-SPRI-PULLM-MGTOP-596-8427-LEC
2163-01119,2016-SPRI-TRICI-MGTOP-600-1119-IND,2016-SPRI-TRICI-MGTOP-600-1119-IND
2163-10109,2016-SPRI-PULLM-MGTOP-600-10109-IND,2016-SPRI-PULLM-MGTOP-600-10109-IND
2163-05287,2016-SPRI-PULLM-MSE-321-5287-LEC,2016-SPRI-PULLM-MSE-321-5287-LEC
2163-05289,2016-SPRI-PULLM-MSE-323-5289-LAB,2016-SPRI-PULLM-MSE-323-5289-LAB
2163-05288,2016-SPRI-PULLM-MSE-323-5288-LEC,2016-SPRI-PULLM-MSE-323-5288-LEC
2163-05291,2016-SPRI-PULLM-MSE-403-5291-LEC,2016-SPRI-PULLM-MSE-403-5291-LEC
